Ano,Codigo do IBGE,Município,Sigla UF,População Total Residente,População Urbana Residente,População total atendida com abastecimento de água,População urbana atendida com rede de abastecimento de água,Atendimento da população urbana com rede de abastecimento de água,Atendimento da população total com rede de abastecimento de água,População total atendida com esgotamento sanitário,População urbana atendida com rede de esgotamento sanitário,Extensão de rede de distribuição de água,Extensão da rede pública de esgotamento sanitário,Quantidade de ligações ativas de água,Quantidade de ligações ativas de esgoto,Volume de água produzido,Volume de água tratada em ETAs,Volume de água consumido,Volume de água tratada por simples desinfecção,Volume de água tratada importado,Volume de água tratada exportado,Volume de água fluoretada,Extensão de rede de distribuição de água,Volume total de esgoto coletado,Volume total de esgoto tratado ,Volume total de esgoto bruto exportado ,Volume total de esgoto bruto importado para tratamento ,Extensão da rede pública de esgotamento sanitário,Atendimento da população urbana com rede coletora de esgoto,Esgoto tratado referido ao esgoto coletado,Perda na Distribuição de Água,Índice de Macromedição,Índice de Hidrometração,Investimento Total (prestador + município + estado),Investimento per Capita,População Rural Residente,Quantidade de domicílios totais,Quantidade de domicílios urbanos,Quantidade de domicílios rurais,Área do município,Cobertura da população total com coleta de resíduos sólidos domiciliares,Cobertura da população urbana com coleta de resíduos sólidos domiciliares,Cobertura da população rural com coleta de resíduos sólidos domiciliares,Cobertura da população urbana com coleta direta de resíduos sólidos,Cobertura da população total com coleta seletiva de resíduos sólidos,Cobertura da população urbana com coleta seletiva direta de resíduos sólidos,Incidência do transbordo de resíduos sólidos urbanos,Capacidade média utilizada dos veículos motorizados na coleta de RSU,Quantidade média de pontos de entrega voluntária (PEV) de recicláveis por mil habitantes,Massa média per capita de resíduos sólidos urbanos coletados,Massa média per capita de resíduos sólidos domiciliares coletados,Massa média per capita de resíduos de limpeza urbana coletados,Massa média per capita de resíduos domiciliares coletados na coleta seletiva,Massa média per capita de resíduos domiciliares secos e orgânicos recuperados,Desempenho da coleta seletiva,Disposição final inadequada de resíduos sólidos urbanos,Recuperação de recicláveis secos em relação à composição gravimétrica,Recuperação de recicláveis orgânicos em relação à composição gravimétrica,Recuperação de recicláveis secos e orgânicos em relação ao total coletado,Recuperação de recicláveis secos em relação ao total coletado,Recuperação de recicláveis orgânicos em relação ao total coletado
2004,3306156,Varre-Sai,RJ,,4328,2687,2687,"62,10","32,66",,,7,,767,,"403,75",404,188,0,0,0,0,"8,60",,,,,,,,"50,78",0,"82,29","6.997,30","1,62",,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3306206,Vassouras,RJ,,20795,26670,26670,100,"81,09",,,97,,6182,,"3.458,89",3357,2011,"101,76",0,0,0,14,,,,,,,,"38,59",0,"86,25","70.559,64","3,39",,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3306305,Volta Redonda,RJ,,253156,294516,294516,100,100,288927,288927,"855,50",694,63285,62538,37989,37989,16523,0,0,1264,37989,"12,60",14073,2111,,,"11,16","92,22",15,"52,65","91,59","99,70",4051907,"16,01",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300100,Angra dos Reis,RJ,,134523,28741,28741,"21,40","20,48",,,37,,6226,,"7.084,24",0,3031,"7.083,84",0,0,0,"5,70",,,,,,,,"57,22",0,"27,10",107257,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300159,Aperibé,RJ,,7754,9087,9087,100,100,,,25,,2490,,637,605,605,0,0,0,0,"9,20",,,,,,,,"0,09",0,"89,51",115381,"14,88",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300209,Araruama,RJ,,88598,88720,84168,95,"90,81",62019,62019,"511,30",66,20301,,"17.743,60",17477,5625,0,0,"1.706,10",0,"21,60",,,,,,,,"67,97","98,34","94,11","8.776.999,65","99,07",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300233,Armação dos Búzios,RJ,,23011,22670,22670,"98,50","98,52",9068,9068,227,21,5417,,4225,4225,1641,0,0,0,0,"23,70",1535,1535,,,,"93,54",100,"61,16","41,68","92,76","8.563.339,65","372,14",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300258,Arraial do Cabo,RJ,,26390,19722,19722,"74,70","74,73",,,108,,3288,,1665,1665,4102,0,2803,0,0,"21,70",,,,,,,,"8,19",100,"92,99","1.295.084,96","49,07",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300308,Barra do Piraí,RJ,,90402,2624,,,"2,78",,,,,,,,,,,0,0,,,,,,,,,,,,,8627,"0,10",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300407,Barra Mansa,RJ,,169558,172538,168560,"99,40","98,41",142083,138900,"552,80","122,70",32795,27941,10432,10256,7413,176,"2.012,30",0,9341,16,6601,120,,,"4,12","89,05","1,82","38,97","82,41","97,77","221.650,35","1,31",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300456,Belford Roxo,RJ,,480695,312963,312963,"65,10","65,11",5008,5008,1405,20,48881,1499,"61.686,11",38719,24109,"22.967,04",0,0,"38.718,72","22,50",4277,4277,,,"13,34","17,74",100,"59,52",96,"64,01",5099564,"10,61",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300506,Bom Jardim,RJ,,11950,12957,12957,100,"54,17",,,24,,2831,,"873,60",818,827,"55,59",0,0,0,"8,70",,,,,,,,"0,15",0,"93,72",46616,"3,90",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300605,Bom Jesus do Itabapoana,RJ,,29355,25641,25641,"87,40","71,18",,,56,,6868,,"3.623,86",3624,1971,0,0,0,0,"7,70",,,,,,,,"42,44",0,"75,22",89167,"3,04",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300704,Cabo Frio,RJ,,133760,151631,151631,100,"94,96",60652,60652,366,18,27233,,14563,14563,6581,0,0,2803,0,"9,20",5140,5140,,,,"136,05",100,"54,81","107,12","92,95","24.217.134,98","181,05",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300803,Cachoeiras de Macacu,RJ,,45540,5325,5325,"11,70","9,90",,,23,,1447,,"7.023,69",0,552,"7.023,36",0,0,0,"14,30",,,,,,,,"92,14",0,"14,14",17721,"0,39",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300902,Cambuci,RJ,,9789,11455,11455,100,"79,33",,,40,,3196,,"961,21",719,775,"242,19",0,0,0,"11,80",,,,,,,,"15,88",0,"96,61",121385,"12,40",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3300936,Carapebus,RJ,,8068,4036,4036,50,"39,69",,,11,,1160,,293,279,279,0,0,0,0,"8,90",,,,,,,,"0,03",0,"90,39",13505,"1,67",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3301009,Campos dos Goytacazes,RJ,,381378,365000,365000,"95,70","85,64",141000,141000,"987,40","230,60",70990,26661,"22.973,90",22422,15293,"551,90",0,0,"22.973,90","13,20",7027,2374,,,"8,27","45,95","33,79","33,35",100,"93,82",2674903,"7,01",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3301108,Cantagalo,RJ,,14307,13869,13869,"96,90","66,95",,,11,,3487,,990,917,905,73,0,0,"684,48",3,,,,,,,,"3,73",0,"99,93",49109,"3,43",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3301157,Cardoso Moreira,RJ,,7958,7559,7559,95,"60,64",,,11,,2274,,1589,1574,524,15,0,0,0,"4,60",,,,,,,,"65,10",0,"58,67",25503,"3,20",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3301306,Casimiro de Abreu,RJ,,21723,5521,,,"21,04",,,,,,,,,,,0,0,,,,,,,,,,,,,18761,"0,86",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3301504,Cordeiro,RJ,,18866,19071,19071,100,"96,49",,,13,,4649,,"2.335,44",2335,1225,0,0,0,2335,"2,70",,,,,,,,"44,53",0,100,66775,"3,54",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3301603,Duas Barras,RJ,,6191,3550,3550,"57,30","33,42",,,4,,883,,"304,39",304,225,0,0,0,0,"4,40",,,,,,,,"21,68",0,"99,94",12334,"1,99",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3301702,Duque de Caxias,RJ,,839489,562696,562696,67,"66,76",37,37,402,75,83534,9,"89.234,87",60497,40528,"28.737,60",0,0,"60.497,28","4,50",2516,2516,,,"7.736,84","6,21",100,"52,83",96,"61,08",10786052,"12,85",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3301801,Engenheiro Paulo de Frontin,RJ,,8813,6843,6843,"77,70","55,96",,,38,,1993,,"777,21",777,435,0,0,0,0,"14,30",,,,,,,,"40,73",0,"95,35",22652,"2,57",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3301850,Guapimirim,RJ,,29765,,,,,,,,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3301876,Iguaba Grande,RJ,,19346,19671,19671,100,100,7868,7868,106,8,6895,,2149,2149,897,0,1732,0,0,"16,90",,,,,,,,"76,89","58,54","93,23","6.123.157,70","316,51",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3301900,Itaboraí,RJ,,204110,47882,47882,"23,50","22,18",220,220,86,5,11572,38,"6.720,95",4723,3959,"1.997,76",0,0,0,"6,40",323,323,,,"131,58","8,16",100,"38,73","67,46","39,79",163129,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302007,Itaguaí,RJ,,89327,61951,61951,"69,40","66,14",,,261,,14812,,17088,2420,5087,14668,0,0,11184,"16,80",,,,,,,,70,"62,83","50,76",223217,"2,50",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302056,Italva,RJ,,8778,7669,7669,"87,40","61,20",,,14,,2145,,"1.372,97",1373,565,0,0,0,0,"6,30",,,,,,,,"56,48",0,"64,26",26706,"3,04",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302106,Itaocara,RJ,,15958,20057,20057,100,"87,03",,,26,,5200,,"2.706,94",2646,1407,"60,71",0,0,0,"4,60",,,,,,,,"45,09",0,"85,99",151516,"9,49",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302205,Itaperuna,RJ,,82252,71089,71089,"86,40","77,12",,,90,,16085,,"9.778,68",9779,5561,0,0,0,0,"5,30",,,,,,,,"39,83",0,"71,88",245923,"2,99",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302270,Japeri,RJ,,94239,61462,61462,"65,20","65,22",,,65,,9596,,"11.427,84",0,3803,"11.427,84",0,0,0,"6,10",,,,,,,,"66,72",96,"67,52",164093,"1,74",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302304,Laje do Muriaé,RJ,,5822,5564,5564,"95,60","67,95",,,11,,1524,,"605,49",0,413,"605,49",0,0,0,"6,90",,,,,,,,"31,74",0,"72,42",18555,"3,19",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302403,Macaé,RJ,,148789,112231,112231,"75,40","71,75",,,272,,27113,,"12.583,47",12583,9439,0,0,0,0,"9,60",,,,,,,,"20,64",0,"66,16",404424,"2,72",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302452,Macuco,RJ,,3597,4478,4478,100,100,,,18,,1641,,"563,78",564,447,0,0,0,0,"10,50",,,,,,,,"16,11",0,100,23151,"6,44",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302502,Magé,RJ,,218734,50836,50836,"23,20","21,89",,,74,,12235,,"9.506,21",0,4480,"9.505,92",0,0,0,"4,90",,,,,,,,"52,88",0,"8,83",3961990,"18,11",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302601,Mangaratiba,RJ,,23346,27269,27269,100,"93,16",,,68,,5817,,3027,0,2304,3027,0,0,0,"11,30",,,,,,,,"23,90",0,"40,06",92690,"3,97",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302700,Maricá,RJ,,79027,24865,24865,"31,50",26,2491,2491,82,12,6601,774,1968,1968,1656,0,0,0,0,"12,10",414,414,,,"16,22","25,01",100,11,"95,99","90,27",214176,"2,71",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302858,Mesquita,RJ,,182546,44905,44905,"24,60","24,60",,,65,,8581,,"7.641,60",7642,2218,0,0,0,0,"6,90",,,,,,,,"69,46",0,"80,36",12718441,"69,67",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3302908,Miguel Pereira,RJ,,22427,16687,16687,"74,40","62,51",,,37,,4591,,3025,2807,1115,218,0,0,0,"7,20",,,,,,,,"61,15",0,"98,62",56663,"2,53",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303005,Miracema,RJ,,25142,24282,24282,"96,60","85,80",,,31,,6755,,"2.761,51",2762,1579,0,0,0,0,"4,10",,,,,,,,"39,49",0,"73,61",165378,"6,58",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303104,Natividade,RJ,,11978,11502,11502,96,"74,54",,,11,,3108,,"1.774,08",1726,860,"48,43",0,0,0,"3,10",,,,,,,,"51,53",0,"81,73",38769,"3,24",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303203,Nilópolis,RJ,,150968,150968,150968,100,100,,,133,,29691,,"13.309,44",13309,10336,0,0,0,13309,"3,90",,,,,,,,"17,84",96,"87,73",3003976,"19,90",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303302,Niterói,RJ,,474046,474046,474046,100,100,379300,379300,"1.212,70","490,10",79231,43550,0,0,33968,0,"52.028,90",0,0,"15,40",32789,26476,,,"12,04","96,53","80,75","34,71",100,"84,83","7.516.894,58","15,86",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303401,Nova Friburgo,RJ,,155327,155204,155204,"99,90","87,49",149587,149587,"446,50","262,40",32764,31446,"17.971,30",17612,8746,0,0,0,0,"13,50",7478,0,,,"8,21","85,50",0,"50,21",98,"84,27","2.018.023,29","12,99",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303500,Nova Iguaçu,RJ,,830902,550575,550575,"66,30","66,26",2997,2997,524,148,77791,900,"93.693,12",64956,38031,"28.737,60",0,0,"72.597,12","5,80",67,0,,,"164,44","0,18",0,"57,61",100,"66,87",7796967,"9,38",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303609,Paracambi,RJ,,39178,20653,20653,"52,70","48,02",,,86,,5100,,"2.862,91",606,1584,"2.256,96",0,0,"2.256,96","16,30",,,,,,,,"44,01","75,70",82,70124,"1,79",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303708,Paraíba do Sul,RJ,,34597,33074,33074,"95,60","83,53",,,34,,8304,,3150,3150,2332,0,100,0,0,"3,30",,,,,,,,"24,21",0,"91,46",113044,"3,27",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303807,Paraty,RJ,,15741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303856,Paty do Alferes,RJ,,18371,15551,15551,"84,70","56,89",,,56,,3882,,"2.485,60",2486,1129,0,0,0,0,"13,40",,,,,,,,"51,92",0,"98,39",53119,"2,89",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303906,Petrópolis,RJ,,289058,236841,232166,"80,30","77,40",189805,185500,492,209,39849,32101,12755,12500,9856,255,0,0,12500,"12,20",7166,4059,,,"6,60","72,71","56,64","21,14",100,"97,25",2029717,"7,02",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3303955,Pinheiral,RJ,,20389,16397,16397,"80,40","72,95",,,27,,4745,,"2.510,91",2511,1155,0,0,0,0,"5,60",,,,,,,,"51,34",0,"68,55",511420,"25,08",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304003,Piraí,RJ,,19625,21831,21831,100,"90,88",,,48,,6154,,4027,2811,1604,1216,0,0,0,"7,30",,,,,,,,"58,57",0,"80,59",73788,"3,76",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304102,Porciúncula,RJ,,12674,13117,13117,100,"77,97",,,14,,3743,,"1.786,19",1726,828,"60,54",0,0,0,"3,40",,,,,,,,"51,07",0,"74,15",43852,"3,46",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304144,Queimados,RJ,,136509,120586,120586,"88,30","88,34",,,121,,22663,,45791,12100,8087,33691,0,0,"26.706,24","4,70",,,,,,,,"82,08",96,"61,40",336532,"2,47",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304151,Quissamã,RJ,,8830,9324,9324,100,"59,45",,,12,,2705,,"1.220,39",1220,607,0,0,0,0,"4,20",,,,,,,,"47,41",0,"89,28",31312,"3,55",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304201,Resende,RJ,,107773,111370,109795,100,"94,85",110250,108675,"215,30","215,30",26304,26040,"12.976,80",11984,6488,"262,80",7884,0,0,"8,10",5191,115,,,"8,42",80,"2,22","68,90",0,"81,59",95000,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304300,Rio Bonito,RJ,,34303,22970,22970,67,"43,73",,,61,,5633,,"5.146,67",4813,1959,"333,12",0,0,0,"9,30",,,,,,,,"59,88","89,79","71,73",83044,"2,42",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304409,Rio Claro,RJ,,12766,9917,9917,"77,70","55,61",,,28,,2715,,710,666,618,44,0,0,0,"9,50",,,,,,,,"8,18",0,"89,27",33599,"2,63",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304508,Rio das Flores,RJ,,5882,8000,8000,100,"95,68",8000,8000,65,35,2022,2022,692,132,692,560,0,0,0,"32,20",550,0,,,"17,31","79,48",0,0,0,0,"119.287,50","20,28",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304524,Rio das Ostras,RJ,,45368,17376,17376,"38,30","36,34",,,38,,4554,,1117,1117,1117,0,0,0,0,"10,30",,,,,,,,0,0,"34,83",1346184,"29,67",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304557,Rio de Janeiro,RJ,,6094183,6094183,6094183,100,100,5052729,5052729,9548,4227,705410,644809,"1.083.899,83",963442,472763,"120.457,92",0,0,"1.058.519,04","11,80",348923,291896,,,"6,57","73,81","83,66","54,03","98,19","65,26",155603447,"25,53",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304607,Santa Maria Madalena,RJ,,5406,3270,3270,"60,50","31,93",,,3,,906,,"996,27",0,224,"996,27",0,0,0,"3,10",,,,,,,,"77,51",0,"38,01",11077,"2,05",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304706,Santo Antônio de Pádua,RJ,,31989,31212,31212,"97,60","74,18",,,41,,8326,,"3.566,65",3567,2351,0,103,0,0,"4,60",,,,,,,,"32,31",0,"74,57",191705,"5,99",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304755,São Francisco de Itabapoana,RJ,,21508,14582,14582,"67,80","31,68",,,13,,4236,,"1.866,21",160,973,"1.705,92",0,0,0,"2,80",,,,,,,,"47,63",0,"75,61",49022,"2,28",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304805,São Fidélis,RJ,,27510,26747,26747,"97,20","70,07",,,30,,6920,,"4.162,81",4163,1873,0,0,0,0,"4,20",,,,,,,,"52,40",0,"81,51",242883,"8,83",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3304904,São Gonçalo,RJ,,960841,698311,698311,"72,70","72,68",15568,15568,360,455,102300,3058,153823,153823,107353,0,0,53760,153823,3,10833,10833,,,"144,76","20,21",100,"27,63","66,62","51,75",13652696,"14,21",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305000,São João da Barra,RJ,,20288,28609,28609,100,100,,,122,,11050,,"7.173,49",4356,2462,"2.816,64",0,0,0,"10,50",,,,,,,,"64,49",0,"59,04",273425,"13,48",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305109,São João de Meriti,RJ,,464327,413914,413914,"89,10","89,14",13,13,492,189,57766,6,"48.397,96",48398,29762,0,0,0,"48.398,40","7,20",2,0,,,"34.272,73","0,01",0,"34,94",96,"78,35",10811038,"23,28",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305133,São José de Ubá,RJ,,2426,2504,2504,100,"37,43",,,2,,668,,"423,84",0,234,"423,84",0,0,0,"2,80",,,,,,,,"44,84",0,"79,69",8486,"3,50",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305208,São Pedro da Aldeia,RJ,,63016,74153,74153,100,"97,04",29661,29661,274,32,18402,,7534,7534,3106,0,0,0,0,12,1524,1524,,,,"49,07",100,"58,77","105,75","93,09","12.963.289,60","205,71",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305307,São Sebastião do Alto,RJ,,3828,4103,4103,100,"46,91",,,10,,1145,,262,122,256,140,0,0,0,8,,,,,,,,"-0,04",0,100,13808,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305406,Sapucaia,RJ,,12929,13586,13586,100,"74,48",,,13,,3625,,"1.128,49",1128,906,0,0,29,0,"3,50",,,,,,,,"15,06","-2,64","99,99",45771,"3,54",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305505,Saquarema,RJ,,59197,43101,42622,72,"69,98",11839,11839,"173,30",2,11344,,0,,595,0,,,0,13,,,,,,,,,,"94,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305554,Seropédica,RJ,,59668,19304,19304,"32,40","25,73",,,80,,4478,,"12.083,85",0,1885,"12.083,52",0,0,"12.083,52","17,60",,,,,,,,"84,40",96,"68,09",5323258,"89,21",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305604,Silva Jardim,RJ,,15523,18603,15523,100,"80,11",7762,7762,"40,80",14,4419,,0,,230,0,,,0,"8,10",,,,,"51,79",,,,,"94,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305703,Sumidouro,RJ,,2458,4036,4036,100,"27,04",,,8,,1125,,265,253,253,0,0,0,0,"6,80",,,,,,,,"0,02",0,"95,18",13819,"5,62",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305752,Tanguá,RJ,,25398,3553,3553,14,"12,05",,,25,,959,,"817,41",817,321,0,0,0,0,"21,50",,,,,,,,"58,39",96,"17,78",12280,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305802,Teresópolis,RJ,,124278,146147,146147,100,"98,11",,,280,,24543,,"13.368,56",13369,10007,0,0,0,0,"10,70",,,,,,,,"20,80",0,98,521934,"4,20",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3305901,Trajano de Moraes,RJ,,3546,666,666,"18,80","6,89",,,8,,194,,"275,53",276,38,0,0,0,0,"41,90",,,,,,,,"85,60",0,"0,56",2330,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3306156,Varre-Sai,RJ,,4371,2767,2767,"63,30","33,30",,,7,,799,,"402,65",403,186,0,0,0,0,"8,30",,,,,,,,"51,14",0,"83,46",9364,"2,14",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3306206,Vassouras,RJ,,20996,27949,27949,100,"84,17",,,97,,6585,,2036,1918,2036,"117,83",0,0,0,"13,40",,,,,,,,"-3,66",0,"86,95",95660,"4,56",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3306305,Volta Redonda,RJ,,255624,298344,298344,100,100,292683,292683,"861,10","695,30",66901,63765,"36.216,10",36216,17307,0,0,"1.582,70","36.216,10","12,50",13195,1777,,,11,"83,91","13,47","48,71","92,87","99,30","7.917.363,51","30,97",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300100,Angra dos Reis,RJ,,138157,,,,,,,,,,,,,,,,,,"5,60",,,,,,,,,,"30,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300159,Aperibé,RJ,,7918,9279,9279,100,100,,,"32,89",,2547,,"685,70",686,685,0,0,0,0,"10,40",,,,,,,,"0,15",0,"90,15","23.372,86","2,95",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300209,Araruama,RJ,,91025,93071,84654,93,"92,72",65589,63718,"585,10",76,21234,,"18.754,50",18444,5944,0,0,"1.918,50",0,"23,70",,4869,,,,,,68,"98,15","94,88","6.569.414,33","72,17",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300233,Armação dos Búzios,RJ,,23874,16176,16176,"67,80","67,76",12292,12292,"60,60",21,3543,,"1.695,02",1695,860,0,"108,40",0,0,"22,90",1535,1535,,,,"178,55",100,"52,33",100,"94,40","1.729.064,90","72,42",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300258,Arraial do Cabo,RJ,,26842,41576,41576,100,100,,,"155,76",,9105,,"4.356,44",4356,2210,0,"278,50",0,0,"14,80",,,,,,,,"52,33",100,"94,74","4.443.945,58","165,56",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300308,Barra do Piraí,RJ,,91407,76225,,,"79,92",,,,0,,0,,,,,0,0,,,0,0,,,,,,,,,"103.535,04","1,13",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300407,Barra Mansa,RJ,,170354,174264,170246,"99,90","98,93",147450,143345,"555,10","126,10",33789,29598,"10.771,80",10596,7487,176,"2.042,60",0,9699,"15,20",6799,121,,,"4,07","90,81","1,78","40,18","82,69","97,95","666.808,25","3,91",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300456,Belford Roxo,RJ,,489002,344492,344492,"70,50","70,45",4988,4988,502,20,55772,1493,"53.965,40",45567,22449,8398,0,0,"45.567,40","15,10",3142,3142,,,"13,37",14,"99,98","56,21",100,"62,23","685.568,29","1,40",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300506,Bom Jardim,RJ,,12063,13456,13456,100,"55,73",,,55,,2935,,"934,20",876,932,"57,90",0,0,0,"13,10",,,,,,,,"0,25",0,"88,29","33.794,03","2,80",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300605,Bom Jesus do Itabapoana,RJ,,29703,26462,26462,"89,10","72,60",,,"60,03",,6996,,"3.973,50",3974,2230,0,0,0,0,"7,80",,,,,,,,"43,88",0,"77,32","63.654,25","2,14",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300704,Cabo Frio,RJ,,138707,144308,144308,100,"87,15",71599,71599,"540,64",21,31604,,"15.121,05",15121,7669,0,"966,70",0,0,"10,90",7122,7122,,,,"92,87",100,"52,33",100,"94,53","15.424.751,65","111,20",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300803,Cachoeiras de Macacu,RJ,,46335,5523,5523,"11,90","10,10",,,23,,1447,,"9.331,20",0,559,"9.331,20",0,0,0,"14,20",,,,,,,,"93,69",0,"14,86","12.552,94","0,27",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300902,Cambuci,RJ,,9762,11603,11603,100,"80,59",,,"58,51",,3277,,"923,30",671,922,"252,20",0,0,0,"14,20",,,,,,,,"0,19",0,"96,52","27.973,82","2,87",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3300936,Carapebus,RJ,,8242,4282,4282,52,"41,22",,,"21,67",,1170,,"324,60",325,320,0,0,0,0,"13,10",,,,,,,,"1,30",0,"87,73","9.600,66","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3301009,Campos dos Goytacazes,RJ,,384469,379000,379000,"98,60","88,21",154342,154342,1012,"235,70",72287,27401,"22.535,50",22219,15667,"316,20",0,0,"22.535,50","12,90",5771,2838,,,"8,16","36,83","49,18","30,32",100,94,3840051,"9,99",,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3301108,Cantagalo,RJ,,14417,15112,15112,100,"72,39",,,"60,50",,3585,,"1.025,20",949,1020,"76,20",0,0,0,"9,40",,,,,,,,"0,54",0,"99,41","35.358,36","2,45",,,,,,,,,,,,,,,,,,,,,,,,,,
